
"Time";"HTI888A";
"23/04/2018  16:48:56";"58,979";
"23/04/2018  18:14:56";"58,515";
"23/04/2018  19:34:56";"58,166";
"23/04/2018  21:32:56";"58,010";
"23/04/2018  23:32:56";"58,057";
"24/04/2018  01:32:56";"57,900";
"24/04/2018  03:32:56";"57,744";
"24/04/2018  05:32:56";"57,785";
"24/04/2018  07:30:56";"57,587";
"24/04/2018  09:30:56";"57,900";
"24/04/2018  09:38:56";"57,853";
"24/04/2018  09:40:56";"55,737";
"24/04/2018  09:42:56";"51,117";
"24/04/2018  09:46:56";"48,964";
"24/04/2018  09:52:56";"46,660";
"24/04/2018  09:58:56";"45,122";
"24/04/2018  10:06:56";"44,361";
"24/04/2018  10:26:56";"42,369";
"24/04/2018  10:36:56";"41,295";
"24/04/2018  11:48:56";"36,056";
"24/04/2018  12:00:56";"35,639";
"24/04/2018  12:14:56";"35,029";
"24/04/2018  12:24:56";"34,685";
"24/04/2018  12:40:56";"34,226";
"24/04/2018  12:56:56";"33,767";
"24/04/2018  13:26:56";"33,345";
"24/04/2018  13:50:56";"32,855";
"24/04/2018  14:20:56";"32,511";
"24/04/2018  15:10:56";"32,125";
"24/04/2018  17:08:56";"31,666";
"24/04/2018  19:08:56";"31,400";
"24/04/2018  21:02:56";"30,910";
"24/04/2018  22:26:56";"30,566";
"24/04/2018  23:14:56";"30,222";
"25/04/2018  00:50:56";"29,800";
"25/04/2018  00:52:56";"31,937";
"25/04/2018  00:54:56";"44,017";
"25/04/2018  00:56:56";"46,624";
"25/04/2018  00:58:56";"48,464";
"25/04/2018  01:02:56";"50,153";
"25/04/2018  01:22:56";"56,044";
"25/04/2018  01:38:56";"59,094";
"25/04/2018  01:42:56";"58,666";
"25/04/2018  02:36:56";"59,130";
"25/04/2018  04:34:56";"59,250";
"25/04/2018  06:32:56";"59,443";
"25/04/2018  08:32:56";"59,443";
"25/04/2018  10:30:56";"59,600";
"25/04/2018  12:28:56";"59,636";
"25/04/2018  14:28:56";"59,600";
"25/04/2018  16:26:56";"59,746";
"25/04/2018  18:26:56";"59,558";
"25/04/2018  20:24:56";"59,443";
"25/04/2018  22:22:56";"59,287";
"26/04/2018  00:22:56";"59,250";
"26/04/2018  02:20:56";"59,287";
"26/04/2018  04:18:56";"59,443";
"26/04/2018  06:18:56";"59,250";
"26/04/2018  08:18:56";"59,250";
"26/04/2018  10:16:56";"59,600";
"26/04/2018  12:14:56";"59,402";
"26/04/2018  14:14:56";"59,480";
"26/04/2018  16:12:56";"59,746";
"26/04/2018  18:12:56";"59,443";
"26/04/2018  20:10:56";"59,600";
"26/04/2018  22:10:56";"59,250";
"27/04/2018  00:08:56";"59,057";
"27/04/2018  01:22:56";"59,402";
"27/04/2018  03:22:56";"59,365";
"27/04/2018  05:20:56";"59,094";
"27/04/2018  07:20:56";"59,094";
"27/04/2018  09:20:56";"59,402";
"27/04/2018  10:02:56";"59,057";
"27/04/2018  12:00:56";"59,250";
"27/04/2018  14:00:56";"59,250";
"27/04/2018  15:58:56";"59,250";
"27/04/2018  17:58:56";"59,365";
"27/04/2018  19:58:56";"59,365";
"27/04/2018  21:58:56";"59,365";
"27/04/2018  23:56:56";"59,480";
"28/04/2018  01:56:56";"59,402";
"28/04/2018  03:54:56";"59,209";
"28/04/2018  05:54:56";"59,209";
"28/04/2018  07:52:56";"59,287";
"28/04/2018  09:52:56";"59,209";
"28/04/2018  10:54:56";"59,365";
"28/04/2018  11:48:56";"59,714";
"28/04/2018  13:48:56";"59,558";
"28/04/2018  15:46:56";"59,746";
"28/04/2018  17:44:56";"59,558";
"28/04/2018  19:42:56";"59,600";
"28/04/2018  21:16:56";"59,402";
"28/04/2018  23:16:56";"58,979";
"29/04/2018  01:16:56";"59,130";
"29/04/2018  03:14:56";"59,130";
"29/04/2018  05:14:56";"59,130";
"29/04/2018  07:12:56";"59,172";
"29/04/2018  09:12:56";"59,443";
"29/04/2018  11:12:56";"59,402";
"29/04/2018  13:10:56";"59,746";
"29/04/2018  15:08:56";"59,600";
"29/04/2018  17:08:56";"59,714";
"29/04/2018  18:10:56";"59,558";
"29/04/2018  20:10:56";"59,402";
"29/04/2018  22:08:56";"59,130";
"30/04/2018  00:08:56";"59,130";
"30/04/2018  02:06:56";"58,938";
"30/04/2018  04:04:56";"58,938";
"30/04/2018  06:04:56";"58,865";
"30/04/2018  07:52:56";"59,172";
"30/04/2018  09:50:56";"59,287";
"30/04/2018  11:50:56";"59,250";
"30/04/2018  13:50:56";"59,287";
"30/04/2018  15:22:56";"58,938";
"30/04/2018  17:22:56";"59,130";
"30/04/2018  19:22:56";"58,979";
"30/04/2018  20:26:56";"59,287";
"30/04/2018  21:32:56";"58,979";
"30/04/2018  23:30:56";"59,016";
"01/05/2018  01:30:56";"59,172";
"01/05/2018  02:26:56";"58,865";
"01/05/2018  04:26:56";"58,901";
"01/05/2018  06:24:56";"58,666";
"01/05/2018  08:22:56";"58,630";
"01/05/2018  10:22:56";"58,938";
"01/05/2018  12:22:56";"58,979";
"01/05/2018  14:18:56";"59,329";
"01/05/2018  16:18:56";"59,094";
"01/05/2018  17:34:56";"58,938";
"01/05/2018  19:34:56";"59,057";
"01/05/2018  21:34:56";"58,865";
"01/05/2018  23:32:56";"58,901";
