
"Time";"HTI886";
"17/03/2018  05:01:53";"68,299";
"17/03/2018  05:03:53";"69,386";
"17/03/2018  05:09:53";"69,235";
"17/03/2018  05:11:53";"68,772";
"17/03/2018  05:13:53";"69,859";
"17/03/2018  05:15:53";"69,191";
"17/03/2018  05:17:53";"69,698";
"17/03/2018  05:19:53";"68,918";
"17/03/2018  05:29:53";"68,611";
"17/03/2018  05:31:53";"69,542";
"17/03/2018  05:35:53";"68,611";
"17/03/2018  05:37:53";"70,005";
"17/03/2018  05:39:53";"69,079";
"17/03/2018  05:41:53";"69,859";
"17/03/2018  05:47:53";"69,698";
"17/03/2018  05:57:53";"69,659";
"17/03/2018  05:59:53";"68,884";
"17/03/2018  06:01:53";"69,815";
"17/03/2018  06:25:53";"69,659";
"17/03/2018  06:27:53";"69,040";
"17/03/2018  06:31:53";"69,971";
"17/03/2018  06:33:53";"69,235";
"17/03/2018  06:35:53";"69,815";
"17/03/2018  06:37:53";"69,191";
"17/03/2018  06:39:53";"70,005";
"17/03/2018  06:45:53";"70,005";
"17/03/2018  06:47:53";"69,079";
"17/03/2018  06:49:53";"70,278";
"17/03/2018  06:51:53";"69,235";
"17/03/2018  07:07:53";"69,347";
"17/03/2018  07:09:53";"70,122";
"17/03/2018  07:11:53";"69,191";
"17/03/2018  07:13:53";"69,815";
"17/03/2018  07:15:53";"69,313";
"17/03/2018  07:19:53";"69,927";
"17/03/2018  07:21:53";"69,313";
"17/03/2018  07:31:53";"69,313";
"17/03/2018  07:33:53";"69,971";
"17/03/2018  07:35:53";"69,347";
"17/03/2018  07:41:53";"69,971";
"17/03/2018  07:43:53";"70,005";
"17/03/2018  07:45:53";"69,386";
"17/03/2018  07:53:53";"69,079";
"17/03/2018  07:59:53";"69,191";
"17/03/2018  08:01:53";"69,815";
"17/03/2018  08:05:53";"69,235";
"17/03/2018  08:07:53";"69,971";
"17/03/2018  08:13:53";"69,079";
"17/03/2018  08:15:53";"69,859";
"17/03/2018  08:23:53";"68,772";
"17/03/2018  08:27:53";"69,659";
"17/03/2018  08:29:53";"68,918";
"17/03/2018  08:31:53";"69,698";
"17/03/2018  09:03:53";"69,386";
"17/03/2018  09:05:53";"70,434";
"17/03/2018  09:07:53";"69,508";
"17/03/2018  09:11:53";"69,347";
"17/03/2018  09:13:53";"70,122";
"17/03/2018  09:17:53";"69,347";
"17/03/2018  09:19:53";"69,859";
"17/03/2018  09:21:53";"68,918";
"17/03/2018  09:23:53";"70,005";
"17/03/2018  09:27:53";"69,235";
"17/03/2018  09:29:53";"70,005";
"17/03/2018  09:49:53";"69,542";
"17/03/2018  09:51:53";"69,235";
"17/03/2018  09:53:53";"70,322";
"17/03/2018  09:55:53";"69,508";
"17/03/2018  10:03:53";"70,434";
"17/03/2018  10:09:53";"69,508";
"17/03/2018  10:11:53";"70,122";
"17/03/2018  10:17:53";"69,859";
"17/03/2018  10:19:53";"69,235";
"17/03/2018  10:21:53";"70,166";
"17/03/2018  10:35:53";"69,971";
"17/03/2018  10:37:53";"69,347";
"17/03/2018  10:39:53";"70,122";
"17/03/2018  10:43:53";"70,122";
"17/03/2018  10:45:53";"69,508";
"17/03/2018  10:49:53";"70,166";
"17/03/2018  10:51:53";"69,542";
"17/03/2018  10:53:53";"70,166";
"17/03/2018  11:01:53";"70,005";
"17/03/2018  11:11:53";"69,659";
"17/03/2018  11:17:53";"69,698";
"17/03/2018  11:19:53";"70,278";
"17/03/2018  11:37:53";"69,859";
"17/03/2018  11:51:53";"69,859";
"17/03/2018  11:53:53";"70,595";
"17/03/2018  11:55:53";"69,659";
"17/03/2018  11:57:53";"70,322";
"17/03/2018  12:05:53";"69,386";
"17/03/2018  12:07:53";"70,005";
"17/03/2018  12:13:53";"69,859";
"17/03/2018  12:15:53";"70,595";
"17/03/2018  12:23:53";"70,166";
"17/03/2018  12:29:53";"69,347";
"17/03/2018  12:31:53";"70,122";
"17/03/2018  13:23:53";"69,815";
"17/03/2018  13:25:53";"70,629";
"17/03/2018  13:27:53";"70,005";
"17/03/2018  13:29:53";"70,785";
"17/03/2018  13:41:53";"69,659";
"17/03/2018  13:43:53";"70,434";
"17/03/2018  14:03:53";"69,971";
"17/03/2018  14:15:53";"70,278";
"17/03/2018  14:27:53";"70,322";
"17/03/2018  14:29:53";"69,698";
"17/03/2018  14:39:53";"69,659";
"17/03/2018  14:41:53";"70,278";
"17/03/2018  14:43:53";"69,659";
"17/03/2018  14:45:53";"70,278";
"17/03/2018  14:47:53";"69,659";
"17/03/2018  14:51:53";"70,278";
"17/03/2018  14:57:53";"69,347";
"17/03/2018  14:59:53";"69,971";
"17/03/2018  15:33:53";"70,322";
"17/03/2018  15:45:53";"69,859";
"17/03/2018  15:55:53";"69,698";
"17/03/2018  15:57:53";"70,473";
"17/03/2018  15:59:53";"69,859";
"17/03/2018  16:19:53";"69,659";
"17/03/2018  16:21:53";"70,434";
"17/03/2018  16:25:53";"70,595";
"17/03/2018  16:27:53";"69,659";
"17/03/2018  16:29:53";"70,434";
